"","C001_FD2_ORC","C001_FD3_ORC","C001_L.3_ORC","C001_L.44_ORC","C001_L.92_ORC","C001_R.1_ORC","C001_R.45_ORC","C001_R.82_ORC","C002_FD2_ORC","C002_FD3_ORC","C002_L.3_ORC","C002_L.44_ORC","C002_L.92_ORC","C002_R.1_ORC","C002_R.45_ORC","C002_R.82_ORC","C003_FD2_ORC","C003_FD3_ORC","C003_L.3_ORC","C003_L.44_ORC","C003_L.92_ORC","C003_R.1_ORC","C003_R.45_ORC","C003_R.82_ORC","C004_FD2_ORC","C004_FD3_ORC","C004_L.3_ORC","C004_L.44_ORC","C004_L.92_ORC","C004_R.1_ORC","C004_R.45_ORC","C004_R.82_ORC"
"Pannonibacter phragmitetus",2,0,0,1,0,20,0,0,3,2,1,1,0,0,0,0,7,2,0,0,0,30,8,8,0,4,0,0,0,0,0,1
"Pantoea agglomerans",4228,13549,451,237,1945,2550,1144,332,2519,6229,1324,1754,2350,123651,4265,12302,520,1121,317,126,135,131,656,175,4189,10734,5667,6859,65028,27933,18939,869
"Pantoea alfalfae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea alhagi",0,0,2,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,25,9,0,10,1,0,0,0,0,0
"Pantoea ananatis",36,64,41,11,99,17,184,17,50,25,93,57,118,103,24,36,62,86,110,69,84,58,94,65,62,110,126,51,50,24,206,34
"Pantoea anthophila",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,0,1,4,1,0,1,0,1,1,4,0,0,0,0
"Pantoea cypripedii",4,0,0,0,4,10,0,5,1,0,0,0,0,0,0,4,9,5,10,7,7,0,0,4,1,4,3,0,0,0,0,1
"Pantoea deleyi",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,7,0,0,0,0
"Pantoea dispersa",38,250,169,1346,23,523,9,123,200,113,35,21,60,19,5,43,80,28,545,586,14,699,326,712,32,132,13,57,53,316,0,594
"Pantoea eucalypti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea eucrina",0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Pantoea phytobeneficialis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea piersonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pantoea rwandensis",0,29,3,20,0,0,0,6,12,0,4,1,2,2,0,0,0,1,0,0,0,52,13,22,0,0,1,4,0,16,0,5
"Pantoea soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. At-9b",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Pantoea sp. BRR-3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. CCBC3-3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"Pantoea sp. JZ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. JZ29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. Lij88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. MBD-2R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. MT58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
"Pantoea sp. Nvir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"Pantoea sp. SM3640",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Pantoea sp. SO10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pantoea sp. SOD02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. SS70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Pantoea sp. X85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pantoea sp. Z09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea stewartii",1,2,0,1,2,0,2,1,0,2,5,3,1,2,4,9,22,18,20,0,29,0,4,24,9,9,24,8,3,8,1,11
"Pantoea vagans",0,2,0,2,0,2,4,1,3,1,1,1,4,4,1,0,2,2,0,5,0,6,0,1,3,0,0,2,5,4,2,0
"Parabacteroides sp. AD58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia acidiphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia acidisoli",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia aromaticivorans",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Paraburkholderia atlantica",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia bonniea",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,1,0,10
"Paraburkholderia bryophila",0,22,0,26,0,55,0,4,4,2,0,1,8,6,0,1,7,27,5,58,0,9,20,49,2,4,3,4,0,4,0,23
"Paraburkholderia caffeinilytica",0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"Paraburkholderia caledonica",1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,2,0,0,0,0,1,0,0,0,0
"Paraburkholderia caribensis",1,0,7,0,1,0,0,5,0,0,2,0,0,3,0,2,0,2,9,0,3,13,3,43,3,0,0,7,0,0,0,0
"Paraburkholderia dioscoreae",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0
"Paraburkholderia dokdonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia edwinii",0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0
"Paraburkholderia fungorum",9,108,24,260,3,374,4,33,45,16,32,10,5,7,14,20,150,148,125,348,11,476,44,351,20,40,8,34,6,54,1,1384
"Paraburkholderia ginsengisoli",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia graminis",4,0,5,10,0,0,0,2,12,0,0,0,3,0,0,1,29,25,6,0,10,0,0,0,2,3,0,6,1,0,0,0
"Paraburkholderia hospita",3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,2,0,0,1,9
"Paraburkholderia kirstenboschensis",0,17,2,0,0,20,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Paraburkholderia kururiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,14,0,0,0,0,0,0,0,7
"Paraburkholderia megapolitana",0,4,6,19,1,76,0,12,1,0,6,2,1,1,3,4,16,48,17,36,4,72,36,67,1,14,1,4,0,33,0,22
"Paraburkholderia pallida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia phenoliruptrix",7,49,43,62,3,159,3,42,34,3,10,2,1,2,4,4,20,4,53,173,2,149,42,175,6,18,2,8,1,46,0,38
"Paraburkholderia phymatum",28,294,162,619,10,606,23,70,142,33,42,9,17,18,11,16,121,36,174,538,25,1064,176,341,34,143,21,112,3,135,0,102
"Paraburkholderia phytofirmans",2,53,15,77,1,68,1,13,10,7,2,2,1,1,0,1,17,3,20,14,5,107,18,66,0,9,3,11,2,2,0,17
"Paraburkholderia sp. 22B1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia sp. D15",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"Paraburkholderia sp. FT54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia sp. IMGN_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Paraburkholderia sp. PREW-6R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia sp. SOS3",0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,14,21,2,0,0,0,0,5,0,0,10,0,0,0,0,0,3
"Paraburkholderia sp. SUR17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraburkholderia sprentiae",0,0,4,9,0,25,0,12,32,0,0,1,0,0,1,1,0,2,0,24,1,1,73,9,0,0,0,0,0,0,0,7
"Paraburkholderia terrae",0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Paraburkholderia terricola",5,54,5,12,1,40,9,1,0,0,4,0,2,4,1,8,9,8,22,0,5,2,10,1,4,4,0,4,3,3,1,8
"Paraburkholderia tropica",2,0,0,0,0,1,0,0,0,0,4,1,3,0,0,1,0,0,2,2,0,4,2,1,0,0,0,4,0,0,0,0
"Paraburkholderia xenovorans",16,22,36,35,29,7,74,6,9,10,25,14,37,19,12,8,27,18,18,6,21,12,32,14,9,24,48,8,26,37,45,3
"Parachlamydia acanthamoebae",379,268,250,163,278,359,48,78,306,37,1294,387,116,256,224,177,90,363,130,266,140,1731,1190,218,86,58,344,1074,180,42,21,108
"Paracholeplasma brassicae",1,28,1,0,2,30,0,1,0,1,6,1,0,0,7,4,37,48,19,0,3,61,15,56,4,31,1,9,4,0,0,27
"Paracidovorax avenae",2,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,6,0,2,0,0,0,0,1,0,0
"Paracidovorax cattleyae",2,13,0,0,0,62,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,1,0,22,0,0,1,0,1,0,0,5
"Paracidovorax citrulli",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"Paraclostridium bifermentans",10,1,1,0,1,0,1,4,0,0,0,5,0,6,3,2,0,0,6,0,0,0,89,0,2,0,7,11,1,0,0,4
"Paraclostridium sordellii",1,0,1,1,1,0,0,0,0,1,0,4,1,1,1,1,1,3,2,0,0,0,2,0,0,0,2,3,0,1,0,4
"Paracoccus aerodenitrificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus aestuarii",0,0,0,8,7,1,4,0,1,0,0,0,1,2,8,0,10,90,15,33,0,25,11,38,0,21,0,0,1,11,0,10
"Paracoccus albicereus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus albus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus alcaliphilus",1,0,0,0,0,14,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus aminophilus",96,67,1720,158,40,287,12,130,553,130,213,93,68,164,67,10,669,306,579,3930,67,248,108,45,13,50,11,68,116,135,26,20
"Paracoccus aminovorans",4,5,272,66,5,25,2,15,1290,200,379,223,98,92,60,2,1873,640,1684,8093,99,164,56,44,5,33,4,27,9,51,1,34
"Paracoccus contaminans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"Paracoccus denitrificans",34,27,16,2,31,37,93,7,7,3,32,18,32,11,2,31,22,16,24,13,33,10,23,17,8,47,53,13,20,5,56,10
"Paracoccus everestensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus fistulariae",0,0,0,25,0,1,3,0,10,0,0,0,0,0,1,3,0,70,0,111,0,96,5,84,1,6,1,0,4,0,0,6
"Paracoccus haeundaensis",4,24,0,11,16,1,1,2,0,0,0,0,0,0,0,1,8,0,0,0,3,0,50,138,0,0,0,0,0,0,0,0
"Paracoccus jeotgali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus kondratievae",7,116,93,285,3,153,2,40,34,9,70,8,8,4,2,12,23,67,54,184,6,213,101,351,15,28,4,19,2,64,2,79
"Paracoccus liaowanqingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus marcusii",1,0,3,6,0,0,0,0,0,1,1,0,2,0,0,0,13,0,0,0,0,27,0,0,3,1,0,0,1,1,0,1
"Paracoccus methylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Paracoccus methylutens",3,9,0,79,0,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,14,19,22,0,0,1,11,0,0,0,7
"Paracoccus mutanolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Paracoccus pantotrophus",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,2,3,1,1,0,0
"Paracoccus saliphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Paracoccus sediminicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus seriniphilus",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sp. (in: a-proteobacteria)",254072,46560,95936,45584,53688,89195,20048,67577,11006,16158,65698,3101,7185,39531,29980,16612,16061,10892,27606,226790,15844,306476,613575,166446,22497,15970,73541,154015,16065,9645,29498,14561
"Paracoccus sp. AK26",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sp. Arc7-R13",0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,6,5,15,4,0,0,61,0,3,0,0,0,0,0,0,0,16
"Paracoccus sp. M09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Paracoccus sp. MA",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sp. MC1862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sp. S3-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus sp. SCSIO 75233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Paracoccus sp. TOH",0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,5,0,0,0,3,1,0,0,0
"Paracoccus stylophorae",0,16,15,77,1,105,2,11,40,0,4,0,0,2,1,10,29,18,6,5,1,107,4,65,2,13,0,16,1,0,1,19
"Paracoccus suum",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,1,1,0,0
"Paracoccus tegillarcae",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Paracoccus versutus",1,23,31,0,4,1,5,7,103,34,58,38,21,11,9,8,166,79,180,1211,14,85,22,0,0,23,0,0,3,16,0,9
"Paracoccus yeei",38,63,63,22,64,56,103,51,57,16,60,38,60,39,12,39,53,86,80,69,61,135,45,184,40,75,82,35,30,52,78,97
"Paracoccus zhejiangensis",0,18,5,43,0,29,3,7,0,0,2,0,0,3,1,0,18,0,0,32,0,39,5,25,0,1,2,1,0,0,0,2
"Paraconexibacter antarcticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paradevosia shaoguanensis",0,11,1,21,0,0,1,0,843,1,26,0,2,0,0,0,7,1,0,0,1,17,0,28,3,7,0,4,1,0,0,2
"Parafannyhessea umbonata",0,12,0,0,2,279,0,0,0,2,0,0,0,0,0,5,9,0,5,65,1,0,5,0,0,1,0,4,0,0,0,0
"Parageobacillus caldoxylosilyticus",6,10,13,2,7,0,2,4,0,1,9,5,7,1,0,3,5,15,13,2,10,13,3,6,10,2,19,2,7,2,10,14
"Parageobacillus genomosp. 1",0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parageobacillus thermoglucosidasius",12,24,2,96,20,17,2,48,10,4,1,1,3,2,0,4,7,4,7,55,1,45,29,12,1,0,1,13,1,11,0,7
"Parageobacillus toebii",1,1,0,12,0,46,4,0,1,0,0,0,0,1,1,4,0,8,0,0,0,20,0,19,0,0,0,0,0,0,0,3
"Paraglaciecola mesophila",51,74,65,17,88,29,94,14,29,34,77,38,105,41,16,30,63,103,57,30,73,56,46,24,43,111,108,33,31,23,127,41
"Paraglaciecola psychrophila",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraglaciecola sp. L3A3",0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraglaciecola sp. T6c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paralcaligenes sp. KSB-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliobacillus zengyii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,5
"Paralysiella testudinis",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paramagnetospirillum magneticum",188,81,28,181,12,84,16,76,2,6,12,15,2,10,6,5,47,39,82,349,58,312,1396,154,4,40,7,51,6,14,3,1
"Paraneptunicella aestuarii",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraoerskovia marina",0,0,0,0,0,30,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0
"Paraoerskovia sediminicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraphotobacterium marinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pararhizobium polonicum",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Pararhizobium qamdonense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4
"Pararhodospirillum photometricum",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pararoseomonas sp. SCSIO 73927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia denticolens",1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2
"Parasedimentitalea marina",0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasedimentitalea psychrophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parashewanella spongiae",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Parashewanella tropica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Parasphaerochaeta coccoides",1,17,0,30,0,84,0,25,19,3,0,2,0,3,1,0,15,1,12,0,2,30,17,26,2,4,9,4,0,12,0,6
"Parasphingopyxis algicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasphingopyxis sp. CP4",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Parasphingorhabdus cellanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Parasphingorhabdus halotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasphingorhabdus litoris",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0
"Parasphingorhabdus sp. SCSIO 66989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraurantiacibacter namhicola",0,0,13,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,2,6,1,4,0,0,0,0
"Parazoarcus communis",1,0,0,36,0,0,0,0,5,0,4,0,0,1,0,1,5,2,14,0,2,22,6,0,0,6,2,3,0,7,0,315
"Paremcibacter congregatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paroceanicella profunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parolsenella catena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parolsenella massiliensis",0,0,8,1,1,29,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,6,8,0,0,0,19,0,15
"Parvibaculum lavamentivorans",6,81,34,73,2,172,2,28,7,6,0,5,6,4,4,13,19,4,48,117,6,305,62,187,12,0,4,33,0,45,0,50
"Parvimonas micra",1,28,14,0,1,12,7,35,19,2,0,5,1,0,0,21,0,1,0,61,0,51,11,432,0,10,0,9,1,13,1,2839
"Parvularcula bermudensis",6802,2691,1918,3043,9330,1832,287,1021,3536,618,1186,2510,11794,24798,963,2972,261,67,199,821,102,193,6405,979,1949,6232,702,1269,1025,10766,22482,255
"Parvularcula sp. IMCC14364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvularcula sp. LCG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Pasteurella atlantica",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasteurella canis",1,0,3,0,3,2,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,1,3,0,0,4,0,1,0,0,0,0
"Pasteurella dagmatis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pasteurella multocida",13,5,21,0,7,32,0,1,6,0,0,5,0,3,0,0,7,3,0,0,2,41,1,1,8,10,6,1,1,0,0,2
"Pasteurella skyensis",5,23,9,14,1,28,0,43,957,34,287,1275,8094,185,227,131,6,2,8,23,1,50,19,97,6,12,3,11,6,2,0,43
"Pasteurella sp. XG20",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paucibacter aquatile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Paucibacter sediminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
"Paucibacter sp. KCTC 42545",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Paucilactobacillus hokkaidonensis",0,84,0,0,0,74,0,3,13,4,0,0,0,0,2,0,15,9,0,0,0,20,10,210,2,0,1,4,0,11,0,27
"Paucilactobacillus nenjiangensis",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"Paucilactobacillus oligofermentans",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pauljensenia hongkongensis",31,172,86,272,51,180,22,125,1,24,26,22,1,22,68,60,16,23,30,118,4,379,203,233,275,69,39,185,6,67,11,421
