"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Flavobacterium sp. N1736"	"S"	2986823	10	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. SLB02"	"S"	2665645	25	NA	NA	NA	NA	4	NA	1	25	NA	NA	6	NA	NA	NA	NA	1	NA	1	NA	7	NA	NA	1	1	NA	13	1	1	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. N2038"	"S"	2986829	21	NA	NA	NA	NA	1	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. GSB-24"	"S"	2994319	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium commune"	"S"	1306519	9	NA	NA	NA	NA	9	NA	NA	NA	2	NA	NA	NA	NA	1	NA	1	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium alkalisoli"	"S"	2602769	14	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium pallidum"	"S"	2172098	5	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Winogradskyella sp. J14-2"	"S"	1936080	28	NA	NA	NA	NA	1	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Winogradskyella>unclassified&nbsp;Winogradskyella"
"Gramella sp. MT6"	"S"	2705471	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Christiangramia>unclassified&nbsp;Christiangramia"
"Nonlabens dokdonensis"	"S"	328515	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Imtechella halotolerans"	"S"	1165090	41	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	5	NA	41	NA	NA	9	NA	NA	NA	NA	1	NA	7	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Imtechella"
"Zunongwangia sp. SCSIO 43204"	"S"	2779359	5	NA	NA	NA	NA	1	NA	NA	NA	1	5	1	NA	4	3	2	2	NA	2	NA	2	1	1	NA	1	NA	1	NA	1	1	2	1	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Zunongwangia>unclassified&nbsp;Zunongwangia"
"Belliella baltica"	"S"	232259	28	NA	NA	NA	NA	9	18	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Hymenobacter jejuensis"	"S"	2502781	18	NA	NA	NA	NA	3	NA	NA	NA	NA	1	5	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Pontibacter actiniarum"	"S"	323450	33	NA	NA	NA	NA	3	33	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	11	NA	1	NA	NA	6	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Cardinium endosymbiont of Encarsia pergandiella"	"S"	249402	7	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium>unclassified&nbsp;Candidatus&nbsp;Cardinium"
"Sphingobacterium sp. SYP-B4668"	"S"	2996035	11	NA	NA	NA	NA	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. CZ-2"	"S"	2557994	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. DR205"	"S"	2713573	9	NA	NA	NA	NA	1	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	9	9	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium lactis"	"S"	797291	8	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Mucilaginibacter sp. 21P"	"S"	2778902	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Mucilaginibacter>unclassified&nbsp;Mucilaginibacter"
"Mucilaginibacter daejeonensis"	"S"	398049	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Mucilaginibacter"
"Chitinophaga filiformis"	"S"	104663	8	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Cyclonatronum proteinivorum"	"S"	1457365	22	NA	NA	NA	NA	5	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	4	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Balneolota>Balneolia>Balneolales>Cyclonatronaceae>Cyclonatronum"
"Campylobacter sp. RM12175"	"S"	1660076	12	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>unclassified&nbsp;Campylobacter"
"Sulfurimonas paralvinellae"	"S"	317658	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurimonadaceae>Sulfurimonas"
"Gracilinema caldarium"	"S"	215591	24	NA	NA	NA	NA	3	24	NA	1	NA	2	NA	3	10	NA	NA	4	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Breznakiellaceae>Gracilinema"
"Paludisphaera borealis"	"S"	1387353	25	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	9	NA	10	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Isosphaerales>Isosphaeraceae>Paludisphaera"
"Mucisphaera calidilacus"	"S"	2527982	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Phycisphaerae>Phycisphaerales>Phycisphaeraceae>Mucisphaera"
"uncultured Desulfobacter sp."	"S"	240139	17	NA	NA	NA	NA	6	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	17	1	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacter>environmental&nbsp;samples"
"Pseudodesulfovibrio sediminis"	"S"	2810563	10	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"uncultured Desulfuromonas sp."	"S"	181013	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas>environmental&nbsp;samples"
"Thermodesulfobacterium commune"	"S"	1741	82	NA	NA	NA	NA	9	NA	NA	30	5	NA	NA	NA	NA	NA	NA	NA	NA	3	82	NA	NA	29	1	36	NA	15	NA	NA	2	NA	NA	4	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium"
"Thermosulfurimonas marina"	"S"	2047767	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermosulfurimonas"
"Anaeromyxobacter paludicola"	"S"	2918171	18	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	18	NA	6	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Anaeromyxobacter oryzae"	"S"	2918170	12	NA	NA	NA	NA	2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Halobacteriovorax sp. BALOs_7"	"S"	2109558	17	NA	NA	NA	NA	7	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bdellovibrionota>Bacteriovoracia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax>unclassified&nbsp;Halobacteriovorax"
"Nitrospira sp. KM1"	"S"	1936990	7	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Nitrospira>unclassified&nbsp;Nitrospira"
"Cloacibacillus porcorum"	"S"	1197717	45	NA	NA	NA	NA	1	45	4	1	1	NA	NA	NA	1	NA	3	3	NA	2	NA	2	2	1	3	1	1	1	1	2	1	NA	2	NA	1	"cellular&nbsp;organisms>Bacteria>Synergistota>Synergistia>Synergistales>Synergistaceae>Cloacibacillus"
"Methanothrix soehngenii"	"S"	2223	43	NA	NA	NA	NA	43	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanotrichales>Methanotrichaceae>Methanothrix"
"Methanosarcina mazei"	"S"	2209	7	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina"
"Methanobacterium petrolearium"	"S"	710190	13	NA	NA	NA	NA	4	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanobrevibacter smithii"	"S"	2173	8	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter"
"Methanococcus maripaludis"	"S"	39152	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanococcaceae>Methanococcus"
"Pepper mild mottle virus"	"S"	12239	606	NA	NA	NA	NA	606	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	40	10	NA	NA	NA	NA	NA	NA	1	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Martellivirales>Virgaviridae>Tobamovirus"
"Bell pepper mottle virus"	"S"	368735	9	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Martellivirales>Virgaviridae>Tobamovirus"
"Hot pepper alphaendornavirus"	"S"	1711684	22	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Martellivirales>Endornaviridae>Alphaendornavirus"
"Helianthus annuus alphaendornavirus"	"S"	2184469	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Martellivirales>Endornaviridae>Alphaendornavirus"
"Cucumber mosaic virus"	"S"	12305	16	NA	NA	NA	NA	14	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	16	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Martellivirales>Bromoviridae>Cucumovirus"
"Garlic virus A"	"S"	12433	11	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Tymovirales>Alphaflexiviridae>Allexivirus>Acarallexivirus"
"Garlic virus C"	"S"	12431	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Tymovirales>Alphaflexiviridae>Allexivirus>Acarallexivirus"
"Garlic virus D"	"S"	12430	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Kitrinoviricota>Alsuviricetes>Tymovirales>Alphaflexiviridae>Allexivirus>Acarallexivirus"
"Wheat streak mosaic virus"	"S"	31741	10	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	NA	"Viruses>Riboviria>Orthornavirae>Pisuviricota>Stelpaviricetes>Patatavirales>Potyviridae>Tritimovirus"
"Pepper cryptic virus 2"	"S"	1050903	9	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Pisuviricota>Duplopiviricetes>Durnavirales>Partitiviridae>Deltapartitivirus"
"Pepper cryptic virus 1"	"S"	369643	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Pisuviricota>Duplopiviricetes>Durnavirales>Partitiviridae>Deltapartitivirus"
"Bordetella virus MW2"	"S"	2734290	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Mesyanzhinovviridae>Rabinowitzvirinae>Vojvodinavirus"
"Skunavirus P008"	"S"	83129	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Pahexavirus kubed"	"S"	1982256	10	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pahexavirus"
"Pahexavirus mrAK"	"S"	1982258	18	NA	NA	NA	NA	3	NA	NA	18	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pahexavirus"
"Haloferacalesvirus HSTV4"	"S"	2955977	16	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Thumleimavirales>Hafunaviridae>Haloferacalesvirus"
"Xanthomonas phage vB_Xar_IVIA-DoCa3"	"S"	2968248	15	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	15	2	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Queuovirinae>Nipunavirus>unclassified&nbsp;Nipunavirus"
"Saldibavirus HRTV4"	"S"	2956387	14	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Kirjokansivirales>Haloferuviridae>Saldibavirus"
"Streptococcus phage YMC-2011"	"S"	1051631	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>unclassified&nbsp;Aliceevansviridae"
"Pavtokvirus pavtok"	"S"	3060522	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pavtokvirus"
